,positive_arm,neutral_arm,correctAns
0,stimuli/matched_images/SHINE_color_cielab_Cool_animals15.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_animals1.jpg,['right']
1,stimuli/matched_images/SHINE_color_cielab_cute_animals4.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_animals17.jpg,['right']
2,stimuli/matched_images/SHINE_color_cielab_cute_animals5.jpg,stimuli/matched_images/SHINE_color_cielab_Cool_animals14.jpg,['right']
3,stimuli/matched_images/SHINE_color_cielab_Cool_animals17.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_animals4.jpg,['right']
4,stimuli/matched_images/SHINE_color_cielab_Cool_animals6.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_animals0.jpg,['right']
5,stimuli/matched_images/SHINE_color_cielab_Neutral_animals5.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_animals2.jpg,['right']
6,stimuli/matched_images/SHINE_color_cielab_Neutral_animals8.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_animals19.jpg,['right']
7,stimuli/matched_images/SHINE_color_cielab_Cool_animals7.jpg,stimuli/matched_images/SHINE_color_cielab_Cool_animals12.jpg,['right']
8,stimuli/matched_images/SHINE_color_cielab_Cool_animals9.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_animals11.jpg,['right']
9,stimuli/matched_images/SHINE_color_cielab_Cool_animals15.jpg,stimuli/matched_images/SHINE_color_cielab_cute_animals0.jpg,['right']
10,stimuli/matched_images/SHINE_color_cielab_Cool_animals17.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_animals5.jpg,['right']
11,stimuli/matched_images/SHINE_color_cielab_Cool_animals0.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_animals5.jpg,['right']
12,stimuli/matched_images/SHINE_color_cielab_cute_animals0.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_animals6.jpg,['right']
13,stimuli/matched_images/SHINE_color_cielab_Cool_animals19.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_animals17.jpg,['right']
14,stimuli/matched_images/SHINE_color_cielab_cute_animals8.jpg,stimuli/matched_images/SHINE_color_cielab_Cool_animals13.jpg,['right']
15,stimuli/matched_images/SHINE_color_cielab_Cool_animals0.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_animals7.jpg,['right']
16,stimuli/matched_images/SHINE_color_cielab_Cool_animals13.jpg,stimuli/matched_images/SHINE_color_cielab_Cool_animals10.jpg,['right']
17,stimuli/matched_images/SHINE_color_cielab_cute_animals0.jpg,stimuli/matched_images/SHINE_color_cielab_Cool_animals11.jpg,['right']
18,stimuli/matched_images/SHINE_color_cielab_Cool_animals12.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_animals3.jpg,['right']
19,stimuli/matched_images/SHINE_color_cielab_cute_animals6.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_animals17.jpg,['right']
20,stimuli/matched_images/SHINE_color_cielab_erotic_males13.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose6.jpg,['right']
21,stimuli/matched_images/SHINE_color_cielab_erotic_males6.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose4.jpg,['right']
22,stimuli/matched_images/SHINE_color_cielab_Neutral_pose11.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose9.jpg,['right']
23,stimuli/matched_images/SHINE_color_cielab_erotic_males7.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose0.jpg,['right']
24,stimuli/matched_images/SHINE_color_cielab_Neutral_pose8.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose14.jpg,['right']
25,stimuli/matched_images/SHINE_color_cielab_erotic_females1.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose3.jpg,['right']
26,stimuli/matched_images/SHINE_color_cielab_erotic_males12.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose5.jpg,['right']
27,stimuli/matched_images/SHINE_color_cielab_erotic_females19.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose16.jpg,['right']
28,stimuli/matched_images/SHINE_color_cielab_Neutral_pose6.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose19.jpg,['right']
29,stimuli/matched_images/SHINE_color_cielab_erotic_females0.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose1.jpg,['right']
30,stimuli/matched_images/SHINE_color_cielab_erotic_females3.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose2.jpg,['right']
31,stimuli/matched_images/SHINE_color_cielab_erotic_females10.jpg,stimuli/matched_images/SHINE_color_cielab_erotic_males14.jpg,['right']
32,stimuli/matched_images/SHINE_color_cielab_erotic_males6.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose5.jpg,['right']
33,stimuli/matched_images/SHINE_color_cielab_erotic_females16.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose2.jpg,['right']
34,stimuli/matched_images/SHINE_color_cielab_erotic_females16.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose13.jpg,['right']
35,stimuli/matched_images/SHINE_color_cielab_Neutral_pose11.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose0.jpg,['right']
36,stimuli/matched_images/SHINE_color_cielab_Neutral_pose4.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose18.jpg,['right']
37,stimuli/matched_images/SHINE_color_cielab_erotic_females11.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose13.jpg,['right']
38,stimuli/matched_images/SHINE_color_cielab_erotic_males12.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose5.jpg,['right']
39,stimuli/matched_images/SHINE_color_cielab_Neutral_pose3.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose9.jpg,['right']
40,stimuli/matched_images/SHINE_color_cielab_erotic_males10.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose10.jpg,['right']
41,stimuli/matched_images/SHINE_color_cielab_erotic_females11.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose2.jpg,['right']
42,stimuli/matched_images/SHINE_color_cielab_erotic_females17.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose10.jpg,['right']
43,stimuli/matched_images/SHINE_color_cielab_Neutral_pose11.jpg,stimuli/matched_images/SHINE_color_cielab_erotic_males11.jpg,['right']
44,stimuli/matched_images/SHINE_color_cielab_erotic_females11.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose19.jpg,['right']
45,stimuli/matched_images/SHINE_color_cielab_Neutral_pose18.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose7.jpg,['right']
46,stimuli/matched_images/SHINE_color_cielab_erotic_females15.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose8.jpg,['right']
47,stimuli/matched_images/SHINE_color_cielab_erotic_males11.jpg,stimuli/matched_images/SHINE_color_cielab_erotic_males1.jpg,['right']
48,stimuli/matched_images/SHINE_color_cielab_erotic_males6.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose4.jpg,['right']
49,stimuli/matched_images/SHINE_color_cielab_erotic_males5.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose8.jpg,['right']
50,stimuli/matched_images/SHINE_color_cielab_erotic_males8.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose17.jpg,['right']
51,stimuli/matched_images/SHINE_color_cielab_erotic_males6.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose7.jpg,['right']
52,stimuli/matched_images/SHINE_color_cielab_erotic_females7.jpg,stimuli/matched_images/SHINE_color_cielab_erotic_females0.jpg,['right']
53,stimuli/matched_images/SHINE_color_cielab_erotic_females1.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose6.jpg,['right']
54,stimuli/matched_images/SHINE_color_cielab_erotic_males7.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose11.jpg,['right']
55,stimuli/matched_images/SHINE_color_cielab_erotic_males8.jpg,stimuli/matched_images/SHINE_color_cielab_erotic_males17.jpg,['right']
56,stimuli/matched_images/SHINE_color_cielab_Neutral_pose11.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose4.jpg,['right']
57,stimuli/matched_images/SHINE_color_cielab_erotic_males7.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose9.jpg,['right']
58,stimuli/matched_images/SHINE_color_cielab_Neutral_pose7.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose3.jpg,['right']
59,stimuli/matched_images/SHINE_color_cielab_Neutral_pose7.jpg,stimuli/matched_images/SHINE_color_cielab_erotic_females0.jpg,['right']
60,stimuli/matched_images/SHINE_color_cielab_erotic_males15.jpg,stimuli/matched_images/SHINE_color_cielab_erotic_females15.jpg,['right']
61,stimuli/matched_images/SHINE_color_cielab_erotic_females4.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose5.jpg,['right']
62,stimuli/matched_images/SHINE_color_cielab_erotic_males10.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose11.jpg,['right']
63,stimuli/matched_images/SHINE_color_cielab_Neutral_pose11.jpg,stimuli/matched_images/SHINE_color_cielab_erotic_females15.jpg,['right']
64,stimuli/matched_images/SHINE_color_cielab_erotic_females15.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose10.jpg,['right']
65,stimuli/matched_images/SHINE_color_cielab_erotic_females3.jpg,stimuli/matched_images/SHINE_color_cielab_erotic_males13.jpg,['right']
66,stimuli/matched_images/SHINE_color_cielab_erotic_females16.jpg,stimuli/matched_images/SHINE_color_cielab_erotic_males8.jpg,['right']
67,stimuli/matched_images/SHINE_color_cielab_erotic_females19.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose1.jpg,['right']
68,stimuli/matched_images/SHINE_color_cielab_Neutral_pose3.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose1.jpg,['right']
69,stimuli/matched_images/SHINE_color_cielab_erotic_males17.jpg,stimuli/matched_images/SHINE_color_cielab_erotic_males12.jpg,['right']
70,stimuli/matched_images/SHINE_color_cielab_erotic_females9.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose17.jpg,['right']
71,stimuli/matched_images/SHINE_color_cielab_erotic_males2.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose0.jpg,['right']
72,stimuli/matched_images/SHINE_color_cielab_erotic_females9.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose12.jpg,['right']
73,stimuli/matched_images/SHINE_color_cielab_erotic_females1.jpg,stimuli/matched_images/SHINE_color_cielab_erotic_females11.jpg,['right']
74,stimuli/matched_images/SHINE_color_cielab_Neutral_pose6.jpg,stimuli/matched_images/SHINE_color_cielab_Neutral_pose1.jpg,['right']
